Hero,Skill Tier,KDA Ratio,"Pick Rate, %","Win Rate, %",Eliminations / 10min,Objective Kills / 10min,Objective Time / 10min,Damage / 10min,Healing / 10min,Deaths / 10min,"Scoped Accuracy, %",Biotic Grenade Kills / 10min,Enemies Slept / 10min,Healing Amplified / 10min,Nano Boost Assists / 10min,Blaster Kills / 10min,Damage Amplified / 10min,Players Resurrected / 10min,Final Blows / 10min,Solo Kills / 10min,"Weapon Accuracy, %",Swift Strike Resets / 10min,Damage Reflected / 10min,Ultimates Reflected / 10min,Dragonblade Kills / 10min,"Crit Accuracy, %",Deadeye Kills / 10min,Magnetic Grenade Attaches,Magnetic Grenade Kills / 10min,Kunai Kills / 10min,Effects Cleansed / 10min,Kitsune Rush Assists / 10min,Long Range Kills / 10min,Storm Arrow Kills / 10min,Recon Assists / 10min,Dragonstrike Kills / 10min,"Secondary Accuracy, %",Biotic Orb Kills / 10min,"Ally Coalescence Efficiency, %","Enemy Coalescence Efficiency, %",Coalescence Kills / 10min,Objective Contest Time / 10min,Charge Kills / 10min,Fire Strike Kills / 10min,Earthshatter Kills / 10min,Venom Mine Kills / 10min,"Helix Rocket Accuracy, %",Helix Rocket Kills / 10min,Tactical Visor Kills / 10min,"Charged Volley Accuracy, %",Charged Volley Kills / 10min,Transcendence Healing / 10min,"Micro Missile Kills, % / 10min",Call Mech Kills / 10min,Self-Destruct Kills / 10min,Knockbacks / 10min,Sound Barriers / 10min,Self Healing / 10min,Low Health Recalls / 10min,Pulse Bombs Stuck / 10min,Pulse Bomb Kills / 10min,Direct Hits,Concussion Mine Kills / 10min,Enemies Trapped / 10min,Coach Gun Kills / 10min,Dynamite Kills / 10min,Bob Kills / 10min,"Primary Accuracy, %",High Energy Kills / 10min,"Average Energy, %",Graviton Surge Kills / 10min,Healing Accuracy,Deaths Prevented / 10min,Amp Matrix Assists / 10min,Chain Hook Kills / 10min,"Chain Hook Accuracy, %",Whole Hog Kills / 10min,Death Blossom Kills / 10min,"Airtime, %",Barrage Kills / 10min,Accretion Kills / 10min,Overhealth / 10min,Gravitic Flux Kills / 10min,Rocket Punch Kills / 10min,Seismic Slam Kills / 10min,Meteor Strike Kills / 10min,Inspire Uptime,"Icicle Accuracy, % / 10min","Icicle Crit Accuracy, % / 10min",Enemies Frozen / 10min,Blizzard Kills / 10min,Energy Javelin Kills / 10min,Javelin Spin Kills / 10min,Terra Surge Kills / 10min,Jump Pack Kills / 10min,Primal Rage Kills / 10min,Enemies Hacked / 10min,Low Health Teleports / 10min,EMP Kills / 10min,Recon Kills / 10min,Assault Kills / 10min,Tactical Grenade Kills / 10min,Artillery Kills / 10min,Average Damage Multiplier,Players Teleported / 10min,Sentry Turret Kills / 10min,Grappling Claw Kills / 10min,Piledriver Kills / 10min,"Pummel Accuracy, %",Pummel Kills / 10min,Ravenous Vortex Kills / 10min,Annihilation Kills / 10min,Hammer Kills / 10min,Turret Kills / 10min,Molten Core Kills / 10min,Life Grip Saves / 10min,Thorn Valley Kills / 10min,"Charged Shot Accuracy, %","Charged Crit Accuracy, %",Charged Shot Kills / 10min,Disruptor Shot Kills / 10min,Overclock Kills / 10min,"Jagged Blade Accuracy, %",Carnage Kills / 10min,"Wound Uptime, %",Rampage Kills / 10min,"Focusing Beam Accuracy, %",Focusing Beam Kills / 10min,"Sticky Bomb Accuracy, %",Sticky Bomb Kills / 10min,Duplicate Kills / 10min,Role
Mei,Gold,3.99,1.84,49.04,18.13,7.99,96,6970,,7.23,,,,,,,,,7.83,1.09,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1075.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,15,3.70,3.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Mei,Platinum,3.88,2.35,48.45,18.12,7.67,91,7118,,7.23,,,,,,,,,7.89,1.06,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1051.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,15,3.45,3.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Mei,Diamond,3.72,2.86,49.72,18.00,7.37,87,7203,,7.22,,,,,,,,,7.92,1.08,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1021.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,16,3.24,3.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Mei,Master,3.69,3.18,50.15,17.57,6.93,81,7123,,7.13,,,,,,,,,7.72,1.03,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,996.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,16,3.02,3.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Mei,Grandmaster,3.56,3.39,50.46,17.04,6.48,77,7022,,7.11,,,,,,,,,7.44,1.01,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,993.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,17,2.82,3.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Orisa,All,3.85,1.66,43.54,18.23,8.10,125,9586,,6.99,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.03,4.40,3.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Orisa,Bronze,3.42,1.52,41.61,16.33,7.97,129,8518,,7.38,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.85,3.51,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Orisa,Silver,3.69,1.60,43.68,17.41,8.32,131,9047,,7.21,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.26,4.02,3.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Orisa,Gold,3.81,1.64,43.82,17.90,8.29,128,9378,,7.11,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.68,4.30,3.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Orisa,Platinum,3.86,1.84,42.66,18.36,8.07,123,9694,,6.99,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.15,4.57,3.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Orisa,Diamond,3.91,1.91,42.06,18.55,7.84,119,9827,,6.94,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.50,4.27,3.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Orisa,Master,3.85,1.58,40.25,18.06,7.47,116,9527,,6.97,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.47,3.41,3.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Orisa,Grandmaster,3.51,2.28,45.95,17.04,7.12,115,9033,,7.16,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.07,2.86,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Winston,All,3.97,1.62,43.32,19.56,6.36,107,7962,,6.84,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,7.95,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Winston,Bronze,3.39,0.70,38.49,17.33,6.83,122,6882,,7.56,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,6.11,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Winston,Silver,3.71,0.70,42.20,18.69,7.10,121,7303,,7.26,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,6.61,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Winston,Gold,3.82,0.93,40.45,19.17,6.87,116,7609,,7.20,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,7.15,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Winston,Platinum,3.96,1.63,41.93,19.68,6.53,109,7918,,6.95,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,7.90,1.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Winston,Diamond,4.01,2.41,42.54,19.90,6.19,102,8129,,6.80,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,8.46,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Winston,Master,4.02,3.31,44.54,19.44,5.77,97,8143,,6.63,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,8.41,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Winston,Grandmaster,4.10,4.48,48.07,18.96,5.34,92,8251,,6.38,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,8.22,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Sombra,All,5.02,1.47,43.85,16.40,5.77,42,5620,,5.84,,,,,,,,,6.58,1.40,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.35,2.47,3.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Sombra,Bronze,4.36,0.68,36.18,14.18,5.36,48,4715,,6.30,,,,,,,,,6.01,1.68,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.72,2.10,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Sombra,Silver,4.70,0.77,41.27,15.31,5.73,47,4969,,6.28,,,,,,,,,6.44,1.68,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.91,2.23,3.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Sombra,Gold,4.87,0.95,42.74,16.19,5.92,45,5313,,6.04,,,,,,,,,6.66,1.57,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.55,2.28,3.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Sombra,Platinum,4.92,1.39,43.89,16.47,5.83,43,5545,,5.94,,,,,,,,,6.65,1.45,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.50,2.39,3.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Sombra,Diamond,5.03,2.12,44.52,16.76,5.81,41,5830,,5.84,,,,,,,,,6.69,1.36,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.54,2.50,3.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Sombra,Master,5.13,2.75,43.34,16.60,5.65,40,5980,,5.62,,,,,,,,,6.48,1.21,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.16,2.66,3.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Sombra,Grandmaster,5.45,3.31,45.00,16.24,5.34,38,6093,,5.25,,,,,,,,,6.28,1.10,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.09,2.91,3.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Bastion,All,2.94,1.42,44.15,19.60,8.17,66,10167,,8.13,,,,,,,,,10.18,1.16,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.76,11.81,4.74,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Bastion,Bronze,2.80,1.38,40.82,18.70,8.38,69,9493,,8.46,,,,,,,,,9.85,1.26,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.04,11.42,4.37,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Bastion,Silver,2.83,1.32,41.93,19.17,8.44,69,9766,,8.40,,,,,,,,,9.99,1.25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.40,11.66,4.48,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Bastion,Gold,2.89,1.42,44.17,19.53,8.41,69,10032,,8.23,,,,,,,,,10.16,1.17,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.62,11.84,4.63,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Bastion,Platinum,2.97,1.53,44.26,19.85,8.25,66,10311,,8.11,,,,,,,,,10.32,1.17,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.89,11.97,4.80,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Bastion,Diamond,2.97,1.55,43.29,19.74,7.91,63,10393,,8.04,,,,,,,,,10.25,1.14,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.97,11.83,4.91,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Bastion,Master,2.98,1.48,42.62,19.29,7.56,59,10274,,8.00,,,,,,,,,10.00,1.15,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.79,11.52,4.85,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Bastion,Grandmaster,2.75,1.51,44.05,18.66,7.22,57,9998,,8.16,,,,,,,,,9.72,1.19,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.31,11.20,4.63,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Symmetra,All,3.53,1.29,51.48,19.00,8.24,65,8363,,7.86,,,,,,,,,8.55,1.19,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.85,18.58,9.59,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Symmetra,Bronze,3.65,0.93,50.98,18.48,8.67,68,7738,,7.90,,,,,,,,,8.28,1.38,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.72,11.51,10.60,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Symmetra,Silver,3.66,1.16,51.37,19.03,8.65,68,8078,,7.95,,,,,,,,,8.58,1.31,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.79,13.23,10.31,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Symmetra,Gold,3.66,1.20,52.36,19.31,8.56,66,8336,,7.88,,,,,,,,,8.71,1.25,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.83,15.28,10.06,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Symmetra,Platinum,3.53,1.41,51.05,19.27,8.29,64,8511,,7.89,,,,,,,,,8.71,1.19,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87,18.09,9.59,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Symmetra,Diamond,3.40,1.45,49.96,18.94,7.95,64,8554,,7.91,,,,,,,,,8.56,1.14,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.89,21.63,9.07,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Symmetra,Master,3.33,1.33,51.07,18.30,7.49,61,8333,,7.85,,,,,,,,,8.11,1.11,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.88,26.29,8.66,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Symmetra,Grandmaster,3.02,1.50,53.10,17.29,6.99,60,7938,,7.96,,,,,,,,,7.48,1.13,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.85,33.76,8.19,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Wrecking Ball,All,4.91,1.20,48.24,17.42,7.08,120,7730,,5.80,,,,,,,,,,,33,,,,,10,,,,,,,,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.29,6.96,,,,,,,,,,,,,,,,,,,,,,,,Tank
Wrecking Ball,Bronze,5.77,0.49,44.71,15.87,7.22,127,7190,,5.82,,,,,,,,,,,31,,,,,10,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.99,6.04,,,,,,,,,,,,,,,,,,,,,,,,Tank
Wrecking Ball,Silver,5.19,0.51,46.63,16.60,7.64,132,7404,,5.74,,,,,,,,,,,30,,,,,10,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.22,6.44,,,,,,,,,,,,,,,,,,,,,,,,Tank
Wrecking Ball,Gold,4.97,0.56,46.55,17.11,7.58,129,7649,,5.83,,,,,,,,,,,31,,,,,11,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.51,6.67,,,,,,,,,,,,,,,,,,,,,,,,Tank
Wrecking Ball,Platinum,4.94,1.13,47.64,17.48,7.37,125,7798,,5.80,,,,,,,,,,,32,,,,,10,,,,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.15,6.96,,,,,,,,,,,,,,,,,,,,,,,,Tank
Wrecking Ball,Diamond,4.89,1.87,48.23,17.69,7.08,117,7853,,5.84,,,,,,,,,,,33,,,,,10,,,,,,,,,,,,,,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.55,7.16,,,,,,,,,,,,,,,,,,,,,,,,Tank
Wrecking Ball,Master,4.85,2.85,47.65,17.55,6.70,110,7750,,5.83,,,,,,,,,,,34,,,,,10,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.76,7.07,,,,,,,,,,,,,,,,,,,,,,,,Tank
Wrecking Ball,Grandmaster,4.78,4.48,50.03,17.49,6.21,102,7643,,5.49,,,,,,,,,,,35,,,,,10,,,,,,,,,,,,,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.93,6.96,,,,,,,,,,,,,,,,,,,,,,,,Tank
Ramattra,All,3.94,2.12,49.12,19.68,8.15,121,9858,,6.52,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,12.82,6.28,5.22,,,,,,,,,,,,,,,,,,,,Tank
Ramattra,Bronze,3.71,1.41,49.96,18.32,8.34,132,8693,,6.85,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,11.17,5.59,4.65,,,,,,,,,,,,,,,,,,,,Tank
Ramattra,Silver,4.05,1.56,49.15,19.30,8.68,130,9259,,6.67,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,12.05,5.86,5.01,,,,,,,,,,,,,,,,,,,,Tank
Ramattra,Gold,3.99,1.73,49.27,19.72,8.56,128,9641,,6.54,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,12.59,6.09,5.23,,,,,,,,,,,,,,,,,,,,Tank
Ramattra,Platinum,4.01,2.32,48.78,19.89,8.27,122,9941,,6.54,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,12.96,6.33,5.36,,,,,,,,,,,,,,,,,,,,Tank
Ramattra,Diamond,3.83,2.66,48.26,19.87,7.89,115,10067,,6.54,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,13.17,6.47,5.31,,,,,,,,,,,,,,,,,,,,Tank
Ramattra,Master,3.74,2.80,47.96,19.21,7.45,112,9897,,6.54,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,12.79,6.44,5.01,,,,,,,,,,,,,,,,,,,,Tank
Ramattra,Grandmaster,3.71,3.39,49.99,18.68,6.95,106,9747,,6.53,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,12.59,6.47,4.66,,,,,,,,,,,,,,,,,,,,Tank
Torbjorn,All,3.11,1.46,50.86,17.84,7.25,49,9444,,6.81,,,,,,,,,8.42,1.42,26,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37,9.01,2.43,,,,,,,,,,,,,,,,,Damage
Torbjorn,Bronze,3.16,1.17,50.27,17.66,7.77,53,9003,,6.81,,,,,,,,,8.40,1.62,23,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30,10.07,2.34,,,,,,,,,,,,,,,,,Damage
Torbjorn,Silver,3.30,1.14,51.28,17.98,7.80,51,9249,,6.84,,,,,,,,,8.46,1.53,24,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,9.86,2.47,,,,,,,,,,,,,,,,,Damage
Torbjorn,Gold,3.28,1.18,50.96,18.15,7.70,50,9423,,6.77,,,,,,,,,8.52,1.49,25,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,9.57,2.51,,,,,,,,,,,,,,,,,Damage
Torbjorn,Platinum,3.22,1.42,50.95,18.14,7.36,48,9552,,6.77,,,,,,,,,8.52,1.42,26,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,9.13,2.52,,,,,,,,,,,,,,,,,Damage
Torbjorn,Diamond,2.94,1.92,49.87,17.74,6.99,49,9538,,6.91,,,,,,,,,8.46,1.39,27,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36,8.61,2.39,,,,,,,,,,,,,,,,,Damage
Torbjorn,Master,2.84,2.67,50.23,17.29,6.68,50,9379,,6.86,,,,,,,,,8.12,1.36,28,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,8.25,2.28,,,,,,,,,,,,,,,,,Damage
